siglas,universidad,nombre,rank,skill_label,skill_type,reuse_level,score,skill_uri
EPN,Escuela Politécnica Nacional,Ingenieria Ambiental,23,redactar informes de inspección,skill/competence,cross-sector,0.8318,http://data.europa.eu/esco/skill/cdd2b6cc-b4a9-42a0-824b-766f52176fd3
EPN,Escuela Politécnica Nacional,Ingenieria Ambiental,24,realizar trabajos técnicos difíciles,skill/competence,cross-sector,0.8318,http://data.europa.eu/esco/skill/2d780738-9b34-40a3-adbb-590001f6ff86
EPN,Escuela Politécnica Nacional,Ingenieria Ambiental,25,desenvolverse bien en entornos de riesgo,skill/competence,cross-sector,0.8315,http://data.europa.eu/esco/skill/6dce7757-c416-4cec-bd2e-9f2319438c48
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,1,demostrar conocimientos especializados sobre una disciplina,skill/competence,cross-sector,0.8607,http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,2,gestionar datos de investigación,skill/competence,cross-sector,0.8524,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,3,crear una red profesional con investigadores y científicos,skill/competence,cross-sector,0.8432,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,4,gestionar recursos humanos,skill/competence,cross-sector,0.8431,http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,5,realizar trabajos técnicos difíciles,skill/competence,cross-sector,0.8418,http://data.europa.eu/esco/skill/2d780738-9b34-40a3-adbb-590001f6ff86
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,6,tener competencias informáticas,skill/competence,cross-sector,0.84,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,7,gestionar un equipo,skill/competence,cross-sector,0.8375,http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,8,crear soluciones para problemas informativos,skill/competence,cross-sector,0.8364,http://data.europa.eu/esco/skill/4539aeca-b56f-4d03-ba86-8f675a7f2536
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,9,demostrar voluntad de aprender,skill/competence,transversal,0.8356,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,10,interpretar datos científicos para determinar la calidad del agua,skill/competence,cross-sector,0.8355,http://data.europa.eu/esco/skill/07ec6866-d283-46a6-991c-e8ce0c6fc159
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,11,aplicar conocimientos de ciencias sociales y humanidades,skill/competence,transversal,0.8354,http://data.europa.eu/esco/skill/deb3c1bc-d48a-42e6-b0cc-cb238534ec28
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,12,"aplicar conocimientos científicos, tecnológicos y de ingeniería",skill/competence,transversal,0.8348,http://data.europa.eu/esco/skill/5c3ab99d-a3f1-4620-9602-d12d2151a03d
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,13,realizar búsquedas en internet,skill/competence,transversal,0.8347,http://data.europa.eu/esco/skill/ba93b71b-c433-4a01-8246-ed2daa85a9a2
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,14,llevar a cabo investigaciones científicas,skill/competence,cross-sector,0.8346,http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,15,realizar cálculos,skill/competence,transversal,0.8343,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,16,coordinar equipos de ingeniería,skill/competence,cross-sector,0.8339,http://data.europa.eu/esco/skill/7af6e9e8-1e11-4c0b-b7c6-ac96bbbbc674
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,17,aplicar competencias matemáticas,skill/competence,cross-sector,0.8337,http://data.europa.eu/esco/skill/5dd01a1e-7ba0-4b7f-a76c-ed811c12bfde
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,18,analizar modelos de negocio,skill/competence,cross-sector,0.8335,http://data.europa.eu/esco/skill/3c1cbc5e-2220-4f45-bcc8-3d52c8c9cae0
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,19,preparar informes sobre asuntos relacionados con el trabajo,skill/competence,cross-sector,0.8333,http://data.europa.eu/esco/skill/918f5211-b99f-4b29-9a34-6e475583ef55
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,20,utilizar servicios electrónicos,skill/competence,cross-sector,0.8331,http://data.europa.eu/esco/skill/16a00c69-9c74-4c37-96d7-6301d285e5ce
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,21,recabar datos biológicos,skill/competence,cross-sector,0.833,http://data.europa.eu/esco/skill/e3fcd642-5f9c-48ee-be58-258dd895d281
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,22,aplicar la gestión de conflictos,skill/competence,cross-sector,0.8327,http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,23,analizar datos científicos,skill/competence,cross-sector,0.8326,http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,24,utilizar herramientas tecnológicas en criminalística,skill/competence,cross-sector,0.8323,http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8
EPN,Escuela Politécnica Nacional,Ciencias De Datos E Inteligencia Artificial,25,desenvolverse bien en entornos de riesgo,skill/competence,cross-sector,0.8322,http://data.europa.eu/esco/skill/6dce7757-c416-4cec-bd2e-9f2319438c48
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,1,tener competencias informáticas,skill/competence,cross-sector,0.8571,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,2,utilizar servicios electrónicos,skill/competence,cross-sector,0.8528,http://data.europa.eu/esco/skill/16a00c69-9c74-4c37-96d7-6301d285e5ce
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,3,ejecutar cálculos matemáticos analíticos,skill/competence,cross-sector,0.8526,http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,4,aplicar competencias matemáticas,skill/competence,cross-sector,0.8507,http://data.europa.eu/esco/skill/5dd01a1e-7ba0-4b7f-a76c-ed811c12bfde
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,5,aplicar la gestión de conflictos,skill/competence,cross-sector,0.8472,http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,6,demostrar conocimientos especializados sobre una disciplina,skill/competence,cross-sector,0.8461,http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,7,aplicar medidas de protección del medioambiente,skill/competence,cross-sector,0.846,http://data.europa.eu/esco/skill/f6d7ba88-5234-4994-944d-843ca453c923
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,8,utilizar las tecnologías digitales con creatividad,skill/competence,cross-sector,0.8442,http://data.europa.eu/esco/skill/1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,9,calcular con exactitud las horas de trabajo,skill/competence,cross-sector,0.843,http://data.europa.eu/esco/skill/bd556223-d9af-434b-a6bf-e70fa3ed3d12
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,10,crear soluciones para problemas,skill/competence,cross-sector,0.8423,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,11,gestionar recursos humanos,skill/competence,cross-sector,0.8418,http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,12,"aplicar conocimientos científicos, tecnológicos y de ingeniería",skill/competence,transversal,0.8418,http://data.europa.eu/esco/skill/5c3ab99d-a3f1-4620-9602-d12d2151a03d
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,13,gestionar un equipo,skill/competence,cross-sector,0.8416,http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,14,aplicar conocimientos de ciencias sociales y humanidades,skill/competence,transversal,0.8416,http://data.europa.eu/esco/skill/deb3c1bc-d48a-42e6-b0cc-cb238534ec28
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,15,realizar trabajos técnicos difíciles,skill/competence,cross-sector,0.8412,http://data.europa.eu/esco/skill/2d780738-9b34-40a3-adbb-590001f6ff86
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,16,crear soluciones para problemas informativos,skill/competence,cross-sector,0.8407,http://data.europa.eu/esco/skill/4539aeca-b56f-4d03-ba86-8f675a7f2536
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,17,utilizar modelos informáticos especializados para predecir el tiempo,skill/competence,cross-sector,0.8391,http://data.europa.eu/esco/skill/206f5738-e91f-4390-84a2-fcb864bc11b1
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,18,tener conciencia de los riesgos sanitarios,skill/competence,transversal,0.8388,http://data.europa.eu/esco/skill/c4180af3-befd-4bd8-9a65-6a496f9d9f15
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,19,aplicar conocimientos sobre el comportamiento humano,skill/competence,cross-sector,0.8385,http://data.europa.eu/esco/skill/a0e23745-6ba4-45e2-9510-df6e71ed1230
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,20,trabajar de forma organizada,skill/competence,cross-sector,0.8383,http://data.europa.eu/esco/skill/1258cc12-37bb-4a12-b219-9c3d6b294533
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,21,trabajar de forma organizada,skill/competence,cross-sector,0.8383,http://data.europa.eu/esco/skill/1258cc12-37bb-4a12-b219-9c3d6b294533
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,22,cumplir los compromisos,skill/competence,transversal,0.8379,http://data.europa.eu/esco/skill/113b4428-0a31-4199-8496-070af7854b91
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,23,realizar cálculos,skill/competence,transversal,0.8377,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,24,resolver problemas,skill/competence,transversal,0.8377,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869
EPN,Escuela Politécnica Nacional,Ingenieria En Ciencias De La Computacion,25,crear una red profesional con investigadores y científicos,skill/competence,cross-sector,0.8372,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386
