siglas,universidad,nombre,rank,skill_label,skill_type,reuse_level,score,skill_uri
EPN,Escuela Politécnica Nacional,Ingenieria En Electronica Y Automatizacion,3,aplicar la gestión de conflictos,skill/competence,cross-sector,0.8614,http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342
EPN,Escuela Politécnica Nacional,Ingenieria En Electronica Y Automatizacion,4,gestionar un equipo,skill/competence,cross-sector,0.8596,http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b
EPN,Escuela Politécnica Nacional,Ingenieria En Electronica Y Automatizacion,5,demostrar voluntad de aprender,skill/competence,transversal,0.8587,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b
EPN,Escuela Politécnica Nacional,Ingenieria En Electronica Y Automatizacion,6,tener competencias informáticas,skill/competence,cross-sector,0.8578,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60
EPN,Escuela Politécnica Nacional,Ingenieria En Electronica Y Automatizacion,7,realizar actividades de limpieza de forma respetuosa con el medioambiente,skill/competence,cross-sector,0.856,http://data.europa.eu/esco/skill/4fb7f781-9362-426a-9eb6-65c360f83e31
EPN,Escuela Politécnica Nacional,Ingenieria En Electronica Y Automatizacion,8,trabajar de forma organizada,skill/competence,cross-sector,0.8555,http://data.europa.eu/esco/skill/1258cc12-37bb-4a12-b219-9c3d6b294533
EPN,Escuela Politécnica Nacional,Ingenieria En Electronica Y Automatizacion,9,trabajar de forma organizada,skill/competence,cross-sector,0.8555,http://data.europa.eu/esco/skill/1258cc12-37bb-4a12-b219-9c3d6b294533
EPN,Escuela Politécnica Nacional,Ingenieria En Electronica Y Automatizacion,10,gestionar recursos humanos,skill/competence,cross-sector,0.8546,http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb
EPN,Escuela Politécnica Nacional,Fisica,1,"aplicar conocimientos científicos, tecnológicos y de ingeniería",skill/competence,transversal,0.8669,http://data.europa.eu/esco/skill/5c3ab99d-a3f1-4620-9602-d12d2151a03d
EPN,Escuela Politécnica Nacional,Fisica,2,utilizar modelos informáticos especializados para predecir el tiempo,skill/competence,cross-sector,0.8492,http://data.europa.eu/esco/skill/206f5738-e91f-4390-84a2-fcb864bc11b1
EPN,Escuela Politécnica Nacional,Fisica,3,ejecutar cálculos matemáticos analíticos,skill/competence,cross-sector,0.8487,http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c
EPN,Escuela Politécnica Nacional,Fisica,4,realizar trabajos técnicos difíciles,skill/competence,cross-sector,0.8448,http://data.europa.eu/esco/skill/2d780738-9b34-40a3-adbb-590001f6ff86
EPN,Escuela Politécnica Nacional,Fisica,5,aplicar competencias matemáticas,skill/competence,cross-sector,0.8395,http://data.europa.eu/esco/skill/5dd01a1e-7ba0-4b7f-a76c-ed811c12bfde
EPN,Escuela Politécnica Nacional,Fisica,6,enseñar física,skill/competence,cross-sector,0.8357,http://data.europa.eu/esco/skill/2bc7884c-0d04-4ae9-a4e5-dccd77701ba3
EPN,Escuela Politécnica Nacional,Fisica,7,proporcionar experiencia técnica,skill/competence,cross-sector,0.8353,http://data.europa.eu/esco/skill/c69587b4-05d3-45bb-b79b-9b85e6603fc2
EPN,Escuela Politécnica Nacional,Fisica,8,mecánica de los trenes,knowledge,cross-sector,0.8343,http://data.europa.eu/esco/skill/af0bbc31-b54d-4e8d-82b1-2e91a1115523
EPN,Escuela Politécnica Nacional,Fisica,9,operar el equipo de manipulación de materiales,skill/competence,cross-sector,0.8334,http://data.europa.eu/esco/skill/7838de1e-d65e-4a3f-b60b-e2213026116f
EPN,Escuela Politécnica Nacional,Fisica,10,planificar procesos de fabricación,skill/competence,cross-sector,0.832,http://data.europa.eu/esco/skill/7d0f33ea-e724-4d77-8b75-ee4fe66bb9ba
EPN,Escuela Politécnica Nacional,Ingenieria En Geologia,1,evaluar el impacto ambiental de yacimientos y zonas industriales,skill/competence,cross-sector,0.8567,http://data.europa.eu/esco/skill/f12f094b-492f-4e88-b36b-50b8e58b7500
EPN,Escuela Politécnica Nacional,Ingenieria En Geologia,2,reaccionar ante emergencias mineras,skill/competence,cross-sector,0.8463,http://data.europa.eu/esco/skill/3938da70-dd7a-4092-b039-10c2218867fd
EPN,Escuela Politécnica Nacional,Ingenieria En Geologia,3,diseñar escombreras de minas,skill/competence,cross-sector,0.8443,http://data.europa.eu/esco/skill/cfbe1cdb-1738-45a1-b442-75cbda1fff06
EPN,Escuela Politécnica Nacional,Ingenieria En Geologia,4,preparar informes sobre asuntos relacionados con el trabajo,skill/competence,cross-sector,0.8421,http://data.europa.eu/esco/skill/918f5211-b99f-4b29-9a34-6e475583ef55
EPN,Escuela Politécnica Nacional,Ingenieria En Geologia,5,coordinar con expertos ferroviarios,skill/competence,cross-sector,0.8421,http://data.europa.eu/esco/skill/6172948e-5d52-4f94-a617-278a9013a8ae
EPN,Escuela Politécnica Nacional,Ingenieria En Geologia,6,crear una red profesional con investigadores y científicos,skill/competence,cross-sector,0.8412,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386
EPN,Escuela Politécnica Nacional,Ingenieria En Geologia,7,tener conciencia de los riesgos sanitarios,skill/competence,transversal,0.8408,http://data.europa.eu/esco/skill/c4180af3-befd-4bd8-9a65-6a496f9d9f15
EPN,Escuela Politécnica Nacional,Ingenieria En Geologia,8,"aplicar conocimientos científicos, tecnológicos y de ingeniería",skill/competence,transversal,0.8405,http://data.europa.eu/esco/skill/5c3ab99d-a3f1-4620-9602-d12d2151a03d
EPN,Escuela Politécnica Nacional,Ingenieria En Geologia,9,aplicar medidas de protección del medioambiente,skill/competence,cross-sector,0.8399,http://data.europa.eu/esco/skill/f6d7ba88-5234-4994-944d-843ca453c923
EPN,Escuela Politécnica Nacional,Ingenieria En Geologia,10,gestionar impacto ambiental,skill/competence,cross-sector,0.8384,http://data.europa.eu/esco/skill/d3a8ef9c-8572-438c-91dc-010537070be3
EPN,Escuela Politécnica Nacional,Ingenieria De La Produccion,1,enseñar principios de gestión empresarial,skill/competence,cross-sector,0.853,http://data.europa.eu/esco/skill/29d3663f-348a-4b67-a8db-b94fd3912385
EPN,Escuela Politécnica Nacional,Ingenieria De La Produccion,2,gestionar recursos humanos,skill/competence,cross-sector,0.8502,http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb
EPN,Escuela Politécnica Nacional,Ingenieria De La Produccion,3,gestionar empresas de producción,skill/competence,cross-sector,0.8485,http://data.europa.eu/esco/skill/435d1751-8667-41ec-8b32-865b7cd3c684
EPN,Escuela Politécnica Nacional,Ingenieria De La Produccion,4,gestionar un equipo,skill/competence,cross-sector,0.8442,http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b
EPN,Escuela Politécnica Nacional,Ingenieria De La Produccion,5,tener espíritu emprendedor,skill/competence,transversal,0.8436,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e
EPN,Escuela Politécnica Nacional,Ingenieria De La Produccion,6,respetar las normas internas de una empresa,skill/competence,cross-sector,0.8435,http://data.europa.eu/esco/skill/f5f5b244-6cea-4fbc-8a50-8f712791bc09
EPN,Escuela Politécnica Nacional,Ingenieria De La Produccion,7,aplicar la gestión de conflictos,skill/competence,cross-sector,0.8431,http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342
EPN,Escuela Politécnica Nacional,Ingenieria De La Produccion,8,realizar gestión de clientes,skill/competence,cross-sector,0.8422,http://data.europa.eu/esco/skill/91306a20-9b81-4f3d-97eb-f5368b607da7
EPN,Escuela Politécnica Nacional,Ingenieria De La Produccion,9,mantenerse al día sobre las innovaciones en el ámbito empresarial,skill/competence,cross-sector,0.8416,http://data.europa.eu/esco/skill/7f70572d-f0c1-4039-9954-b57dc69981f6
EPN,Escuela Politécnica Nacional,Ingenieria De La Produccion,10,mejorar procesos empresariales,skill/competence,cross-sector,0.8414,http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14
EPN,Escuela Politécnica Nacional,Matematica,1,ejecutar cálculos matemáticos analíticos,skill/competence,cross-sector,0.8578,http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c
EPN,Escuela Politécnica Nacional,Matematica,2,realizar trabajos técnicos difíciles,skill/competence,cross-sector,0.8497,http://data.europa.eu/esco/skill/2d780738-9b34-40a3-adbb-590001f6ff86
EPN,Escuela Politécnica Nacional,Matematica,3,realizar cálculos,skill/competence,transversal,0.8481,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186
EPN,Escuela Politécnica Nacional,Matematica,4,crear una red profesional con investigadores y científicos,skill/competence,cross-sector,0.8435,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386
EPN,Escuela Politécnica Nacional,Matematica,5,enseñar en contextos académicos o profesionales,skill/competence,cross-sector,0.8415,http://data.europa.eu/esco/skill/4cd85845-f31c-4306-994d-e12d45114d83
EPN,Escuela Politécnica Nacional,Matematica,6,gestionar recursos humanos,skill/competence,cross-sector,0.8374,http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb
EPN,Escuela Politécnica Nacional,Matematica,7,aplicar competencias matemáticas,skill/competence,cross-sector,0.837,http://data.europa.eu/esco/skill/5dd01a1e-7ba0-4b7f-a76c-ed811c12bfde
EPN,Escuela Politécnica Nacional,Matematica,8,interpretar información matemática,skill/competence,transversal,0.8356,http://data.europa.eu/esco/skill/6fc6f757-6baa-49fe-9a82-6ba6a52f2e13
EPN,Escuela Politécnica Nacional,Matematica,9,trabajar con sustancias químicas,skill/competence,cross-sector,0.8354,http://data.europa.eu/esco/skill/929a997b-d56c-4383-b36d-6de9fa0e1721
EPN,Escuela Politécnica Nacional,Matematica,10,evaluar el impacto ambiental de yacimientos y zonas industriales,skill/competence,cross-sector,0.8342,http://data.europa.eu/esco/skill/f12f094b-492f-4e88-b36b-50b8e58b7500
EPN,Escuela Politécnica Nacional,Matematica Aplicada,1,aplicar competencias matemáticas,skill/competence,cross-sector,0.8331,http://data.europa.eu/esco/skill/5dd01a1e-7ba0-4b7f-a76c-ed811c12bfde
EPN,Escuela Politécnica Nacional,Matematica Aplicada,2,ejecutar cálculos matemáticos analíticos,skill/competence,cross-sector,0.8319,http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c
EPN,Escuela Politécnica Nacional,Matematica Aplicada,3,realizar cálculos,skill/competence,transversal,0.8304,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186
EPN,Escuela Politécnica Nacional,Matematica Aplicada,4,"aplicar conocimientos científicos, tecnológicos y de ingeniería",skill/competence,transversal,0.8287,http://data.europa.eu/esco/skill/5c3ab99d-a3f1-4620-9602-d12d2151a03d
EPN,Escuela Politécnica Nacional,Matematica Aplicada,5,examinar principios de ingeniería,skill/competence,cross-sector,0.8265,http://data.europa.eu/esco/skill/8bc1c7da-c832-4896-a441-30d087c46aad
EPN,Escuela Politécnica Nacional,Matematica Aplicada,6,utilizar herramientas y equipos matemáticos,skill/competence,cross-sector,0.8258,http://data.europa.eu/esco/skill/db77825e-0f3e-47d0-abdb-356794484272
EPN,Escuela Politécnica Nacional,Matematica Aplicada,7,practicar la reflexión personal,skill/competence,transversal,0.8253,http://data.europa.eu/esco/skill/409a0245-0e6c-4aac-ba16-0920ecb76a8d
EPN,Escuela Politécnica Nacional,Matematica Aplicada,8,aplicar la gestión de conflictos,skill/competence,cross-sector,0.8253,http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342
EPN,Escuela Politécnica Nacional,Matematica Aplicada,9,interpretar información matemática,skill/competence,transversal,0.8207,http://data.europa.eu/esco/skill/6fc6f757-6baa-49fe-9a82-6ba6a52f2e13
